"Participant_Public_ID","Participant_Private_ID","Mode","Condition","target_sex","First_Image","Second_Image","Identity","Identity_answer","Correct_Identity","Occupation","Social_Status","Reaction_time"
110470575,8991690,"test","MDK","male","CFD_M-218-N.png","IFD_M-084-N.png","Diff","Diff","yes","רופא שיניים","HIGH",549.9260000000068
110470575,8991690,"test","MDK","male","IFD_M-075-N.png","IFD_M-046-N.png","Diff","Diff","yes","פסיכולוג","HIGH",599.9140000000189
110470575,8991690,"test","MDK","male","IFD_M-049-N.png","CFD_M-242-N.png","Diff","Diff","yes","סמנכל כספים","HIGH",449.9459999999963
110470575,8991690,"test","MDK","male","CFD_M-229-N.png","CFD_M-229-N.png","Same","Same","yes","פועל בניין","LOW",716.5689999999886
110470575,8991690,"test","MDK","male","IFD_M-045-N.png","IFD_M-015-N.png","Diff","Diff","yes","נהג משאית","LOW",566.69200000001
110470575,8991690,"test","MDK","male","IFD_M-117-N.png","IFD_M-117-N.png","Same","Same","yes","מדען נתונים","HIGH",483.6389999999956
110470575,8991690,"test","MDK","male","CFD_M-211-N.png","CFD_M-236-N.png","Diff","Diff","yes","קצב","LOW",616.5080000000016
110470575,8991690,"test","MDK","male","CFD_M-223-N.png","CFD_M-223-N.png","Same","Same","yes","פחח","LOW",666.6130000000121
110470575,8991690,"test","MDK","male","IFD_M-113-N.png","CFD_M-247-N.png","Diff","Diff","yes","קופאי","LOW",483.33400000000256
110470575,8991690,"test","MDK","male","CFD_M-231-N.png","CFD_M-231-N.png","Same","Same","yes","מדען","HIGH",766.4739999999874
110470575,8991690,"test","MDK","male","CFD_M-253-N.png","CFD_M-246-N.png","Diff","Diff","yes","עובד מפעל","LOW",683.1639999999898
110470575,8991690,"test","MDK","male","CFD_M-234-N.png","IFD_M-017-N.png","Diff","Diff","yes","מרצה באוניברסיטה","HIGH",616.5
110470575,8991690,"test","MDK","male","CFD_M-212-N.png","CFD_M-212-N.png","Same","Same","yes","רופא","HIGH",733.1849999999977
110470575,8991690,"test","MDK","male","CFD_M-238-N.png","CFD_M-238-N.png","Same","Diff","no","אדריכל","HIGH",733.1270000000077
110470575,8991690,"test","MDK","male","CFD_M-230-N.png","CFD_M-201-N.png","Diff","Diff","yes","עורך דין","HIGH",833.2479999999632
110470575,8991690,"test","MDK","male","CFD_M-225-N.png","CFD_M-225-N.png","Same","Same","yes","פיזיקאי","HIGH",699.9189999999944
110470575,8991690,"test","MDK","male","CFD_M-202-N.png","CFD_M-202-N.png","Same","Same","yes","מנקה","LOW",749.9920000000275
110470575,8991690,"test","MDK","male","CFD_M-204-N.png","IFD_M-033-N.png","Diff","Diff","yes","רופא שיניים","HIGH",733.2889999999898
110470575,8991690,"test","MDK","male","CFD_M-251-N.png","CFD_M-251-N.png","Same","Same","yes","עובד אשפה","LOW",733.265000000014
110470575,8991690,"test","MDK","male","IFD_M-039-N.png","IFD_M-039-N.png","Same","Same","yes","פסיכולוג","HIGH",682.5970000000088
110470575,8991690,"test","MDK","male","CFD_M-243-N.png","IFD_M-105-N.png","Diff","Diff","yes","נהג מונית","LOW",716.74099999998
110470575,8991690,"test","MDK","male","IFD_M-035-N.png","CFD_M-252-N.png","Diff","Diff","yes","סמנכל כספים","HIGH",699.8530000000028
110470575,8991690,"test","MDK","male","CFD_M-216-N.png","CFD_M-216-N.png","Same","Same","yes","פועל בניין","LOW",650.0079999999725
110470575,8991690,"test","MDK","male","CFD_M-214-N.png","CFD_M-214-N.png","Same","Diff","no","מדען נתונים","HIGH",666.5650000000023
110470575,8991690,"test","MDK","male","CFD_M-239-N.png","CFD_M-239-N.png","Same","Same","yes","נהג משאית","LOW",749.9380000000237
110470575,8991690,"test","MDK","male","CFD_M-248-N.png","CFD_M-232-N.png","Diff","Diff","yes","קצב","LOW",516.594000000041
110470575,8991690,"test","MDK","male","CFD_M-250-N.png","CFD_M-250-N.png","Same","Same","yes","פחח","LOW",650.0469999999623
110470575,8991690,"test","MDK","male","CFD_M-227-N.png","CFD_M-210-N.png","Diff","Diff","yes","מדען","HIGH",799.9060000000172
110470575,8991690,"test","MDK","male","IFD_M-028-N.png","CFD_M-213-N.png","Diff","Diff","yes","קופאי","LOW",766.570000000007
110470575,8991690,"test","MDK","male","IFD_M-097-N.png","IFD_M-097-N.png","Same","Same","yes","עובד מפעל","LOW",649.8839999999618
110470575,8991690,"test","MDK","male","IFD_M-108-N.png","CFD_M-224-N.png","Diff","Diff","yes","מרצה באוניברסיטה","HIGH",650.0189999999711
110470575,8991690,"test","MDK","male","IFD_M-114-N.png","CFD_M-237-N.png","Diff","Diff","yes","רוכל","LOW",633.3300000000163
110470575,8991690,"test","MDK","male","IFD_M-086-N.png","IFD_M-086-N.png","Same","Same","yes","רופא","HIGH",533.2550000000047
110470741,8993155,"test","MKD","male","CFD_M-238-N.png","CFD_M-238-N.png","Same","Same","yes","אדריכל","HIGH",517.0010000000475
110470741,8993155,"test","MKD","male","IFD_M-117-N.png","IFD_M-117-N.png","Same","Same","yes","עורך דין","HIGH",516.9880000000121
110470741,8993155,"test","MKD","male","CFD_M-200-N.png","CFD_M-200-N.png","Same","Same","yes","מנקה","LOW",416.95000000006985
110470741,8993155,"test","MKD","male","CFD_M-236-N.png","CFD_M-236-N.png","Same","Same","yes","עובד אשפה","LOW",466.96899999992456
110470741,8993155,"test","MKD","male","IFD_M-097-N.png","CFD_M-202-N.png","Diff","Diff","yes","נהג מונית","LOW",483.6689999999944
110470741,8993155,"test","MKD","male","CFD_M-210-N.png","IFD_M-039-N.png","Diff","Diff","yes","פיזיקאי","HIGH",400.2530000000261
110470741,8993155,"test","MKD","male","IFD_M-033-N.png","IFD_M-033-N.png","Same","Same","yes","רופא שיניים","HIGH",400.3009999999777
110470741,8993155,"test","MKD","male","IFD_M-062-N.png","IFD_M-062-N.png","Same","Same","yes","פסיכולוג","HIGH",433.609999999986
110470741,8993155,"test","MKD","male","CFD_M-213-N.png","IFD_M-113-N.png","Diff","Diff","yes","סמנכל כספים","HIGH",400.2430000000168
110470741,8993155,"test","MKD","male","CFD_M-211-N.png","IFD_M-075-N.png","Diff","Diff","yes","פועל בניין","LOW",483.640000000014
110470741,8993155,"test","MKD","male","CFD_M-237-N.png","IFD_M-069-N.png","Diff","Diff","yes","מדען נתונים","HIGH",517.0030000000261
110470741,8993155,"test","MKD","male","CFD_M-218-N.png","CFD_M-234-N.png","Diff","Diff","yes","נהג משאית","LOW",516.984999999986
110470741,8993155,"test","MKD","male","IFD_M-087-N.png","CFD_M-229-N.png","Diff","Diff","yes","קצב","LOW",450.3190000000177
110470741,8993155,"test","MKD","male","CFD_M-222-N.png","CFD_M-222-N.png","Same","Same","yes","פחח","LOW",466.9629999999888
110470741,8993155,"test","MKD","male","CFD_M-206-N.png","CFD_M-251-N.png","Diff","Same","no","מדען","HIGH",550.3609999999171
110470741,8993155,"test","MKD","male","IFD_M-044-N.png","IFD_M-044-N.png","Same","Same","yes","מרצה באוניברסיטה","HIGH",683.777999999933
110470741,8993155,"test","MKD","male","CFD_M-231-N.png","CFD_M-231-N.png","Same","Same","yes","קופאי","LOW",517.1870000000345
110470741,8993155,"test","MKD","male","IFD_M-066-N.png","IFD_M-049-N.png","Diff","Same","no","רופא","HIGH",633.7399999999907
110470741,8993155,"test","MKD","male","IFD_M-045-N.png","CFD_M-253-N.png","Diff","Diff","yes","אדריכל","HIGH",600.3809999999357
110470741,8993155,"test","MKD","male","CFD_M-223-N.png","CFD_M-214-N.png","Diff","Diff","yes","עובד מפעל","LOW",516.9839999999385
110470741,8993155,"test","MKD","male","IFD_M-046-N.png","IFD_M-046-N.png","Same","Same","yes","עורך דין","HIGH",450.30199999990873
110470741,8993155,"test","MKD","male","CFD_M-248-N.png","IFD_M-084-N.png","Diff","Diff","yes","פיזיקאי","HIGH",466.99399999994785
110470741,8993155,"test","MKD","male","IFD_M-035-N.png","IFD_M-035-N.png","Same","Same","yes","רופא שיניים","HIGH",483.6509999999544
110470741,8993155,"test","MKD","male","IFD_M-020-N.png","IFD_M-020-N.png","Same","Same","yes","רוכל","LOW",533.6700000000419
110470741,8993155,"test","MKD","male","IFD_M-042-N.png","IFD_M-042-N.png","Same","Same","yes","מנקה","LOW",450.2860000000801
110470741,8993155,"test","MKD","male","IFD_M-100-N.png","IFD_M-100-N.png","Same","Same","yes","עובד אשפה","LOW",450.3159999999916
110470741,8993155,"test","MKD","male","IFD_M-108-N.png","IFD_M-108-N.png","Same","Same","yes","פסיכולוג","HIGH",783.8619999999646
110470741,8993155,"test","MKD","male","IFD_M-028-N.png","IFD_M-015-N.png","Diff","Diff","yes","סמנכל כספים","HIGH",700.441000000108
110470741,8993155,"test","MKD","male","CFD_M-230-N.png","CFD_M-232-N.png","Diff","Diff","yes","נהג מונית","LOW",683.7949999999255
110470741,8993155,"test","MKD","male","IFD_M-067-N.png","CFD_M-220-N.png","Diff","Diff","yes","פועל בניין","LOW",783.8630000000121
110470741,8993155,"test","MKD","male","IFD_M-017-N.png","CFD_M-212-N.png","Diff","Diff","yes","מדען נתונים","HIGH",533.685999999987
110470741,8993155,"test","MKD","male","IFD_M-018-N.png","CFD_M-216-N.png","Diff","Diff","yes","מדען","HIGH",583.6929999999702
110470741,8993155,"test","MKD","male","CFD_M-221-N.png","CFD_M-225-N.png","Diff","Diff","yes","נהג משאית","LOW",633.7260000000242
110470741,8993155,"test","MKD","male","CFD_M-227-N.png","CFD_M-227-N.png","Same","Same","yes","קצב","LOW",817.1879999999655
110470741,8993155,"test","MKD","male","CFD_M-224-N.png","CFD_M-224-N.png","Same","Same","yes","מרצה באוניברסיטה","HIGH",600.3610000000335
110470741,8993155,"test","MKD","male","IFD_M-086-N.png","CFD_M-252-N.png","Diff","Diff","yes","פחח","LOW",583.6780000000726
110470741,8993155,"test","MKD","male","CFD_M-243-N.png","CFD_M-243-N.png","Same","Same","yes","קופאי","LOW",617.1199999999953
110470741,8993155,"test","MKD","male","CFD_M-246-N.png","CFD_M-246-N.png","Same","Same","yes","עובד מפעל","LOW",600.3939999999711
110470741,8993155,"test","MKD","male","CFD_M-235-N.png","CFD_M-235-N.png","Same","Same","yes","רופא","HIGH",583.7389999999432
110470741,8993155,"test","MKD","male","IFD_M-032-N.png","CFD_M-204-N.png","Diff","Diff","yes","רוכל","LOW",550.3589999999385
110470637,8993165,"test","FDK","female","IFD_F-026-N.png","IFD_F-070-N.png","Diff","Diff","yes","אדריכלית","HIGH",416.6499999999942
110470637,8993165,"test","FDK","female","IFD_F-079-N.png","IFD_F-079-N.png","Same","Same","yes","מנקה","LOW",541.6450000000041
110470637,8993165,"test","FDK","female","IFD_F-052-N.png","IFD_F-090-N.png","Diff","Diff","yes","עורכת דין","HIGH",858.2989999999991
110470637,8993165,"test","FDK","female","IFD_F-068-N.png","IFD_F-019-N.png","Diff","Diff","yes","פיזיקאית","HIGH",549.9780000000028
110470637,8993165,"test","FDK","female","IFD_F-081-N.png","IFD_F-081-N.png","Same","Same","yes","נהגת מונית","LOW",566.6440000000002
110470637,8993165,"test","FDK","female","IFD_F-009-N.png","IFD_F-088-N.png","Diff","Same","no","פועלת בניין","LOW",583.3099999999977
110470637,8993165,"test","FDK","female","IFD_F-074-N.png","IFD_F-131-N.png","Diff","Diff","yes","רופאת שיניים","HIGH",549.9780000000028
110470637,8993165,"test","FDK","female","IFD_F-080-N.png","IFD_F-080-N.png","Same","Same","yes","פסיכולוגית","HIGH",691.6389999999956
110470637,8993165,"test","FDK","female","IFD_F-007-N.png","IFD_F-064-N.png","Diff","Same","no","סמנכלית כספים","HIGH",458.31500000000233
110470637,8993165,"test","FDK","female","IFD_F-005-N.png","IFD_F-005-N.png","Same","Same","yes","נהגת משאית","LOW",574.9770000000135
110470637,8993165,"test","FDK","female","IFD_F-116-N.png","IFD_F-072-N.png","Diff","Diff","yes","מדענית נתונים","HIGH",549.9780000000028
110470637,8993165,"test","FDK","female","IFD_F-010-N.png","IFD_F-010-N.png","Same","Same","yes","מדענית","HIGH",516.6459999999788
110470637,8993165,"test","FDK","female","IFD_F-071-N.png","IFD_F-030-N.png","Diff","Diff","yes","קצבית","LOW",616.6419999999925
110470637,8993165,"test","FDK","female","IFD_F-104-N.png","IFD_F-058-N.png","Diff","Diff","yes","מרצה באוניברסיטה","HIGH",683.3060000000114
110470637,8993165,"test","FDK","female","IFD_F-065-N.png","IFD_F-065-N.png","Same","Same","yes","רופאה","HIGH",566.6440000000002
110470637,8993165,"test","FDK","female","IFD_F-099-N.png","IFD_F-094-N.png","Diff","Diff","yes","פחחית","LOW",516.6460000000079
110470637,8993165,"test","FDK","female","IFD_F-109-N.png","IFD_F-109-N.png","Same","Same","yes","קופאית","LOW",641.6410000000033
110470637,8993165,"test","FDK","female","IFD_F-034-N.png","IFD_F-034-N.png","Same","Same","yes","עובדת מפעל","LOW",574.9769999999844
110470637,8993165,"test","FDK","female","IFD_F-038-N.png","IFD_F-038-N.png","Same","Same","yes","רוכלת","LOW",591.6429999999818
110470637,8993165,"test","FDK","female","IFD_F-103-N.png","IFD_F-103-N.png","Same","Same","yes","אדריכלית","HIGH",558.310999999987
110470637,8993165,"test","FDK","female","IFD_F-055-N.png","IFD_F-098-N.png","Diff","Diff","yes","עורכת דין","HIGH",583.3099999999977
110470637,8993165,"test","FDK","female","IFD_F-004-N.png","IFD_F-093-N.png","Diff","Same","no","פיזיקאית","HIGH",633.3079999999609
110470637,8993165,"test","FDK","female","IFD_F-048-N.png","IFD_F-024-N.png","Diff","Diff","yes","מנקה","LOW",599.975999999966
110470637,8993165,"test","FDK","female","IFD_F-125-N.png","IFD_F-125-N.png","Same","Same","yes","עובדת אשפה","LOW",541.6450000000186
110470637,8993165,"test","FDK","female","IFD_F-006-N.png","IFD_F-006-N.png","Same","Same","yes","פועלת בניין","LOW",591.6429999999818
110470637,8993165,"test","FDK","female","IFD_F-078-N.png","IFD_F-037-N.png","Diff","Same","no","נהגת משאית","LOW",566.6440000000293
110470637,8993165,"test","FDK","female","IFD_F-077-N.png","IFD_F-077-N.png","Same","Same","yes","רופאת שיניים","HIGH",541.6449999999604
110470637,8993165,"test","FDK","female","IFD_F-112-N.png","IFD_F-112-N.png","Same","Same","yes","פסיכולוגית","HIGH",533.3119999999763
110470637,8993165,"test","FDK","female","IFD_F-029-N.png","IFD_F-040-N.png","Diff","Diff","yes","קצבית","LOW",708.304999999993
110470637,8993165,"test","FDK","female","IFD_F-060-N.png","IFD_F-060-N.png","Same","Same","yes","פחחית","LOW",608.3090000000084
110470637,8993165,"test","FDK","female","IFD_F-054-N.png","IFD_F-073-N.png","Diff","Diff","yes","קופאית","LOW",616.6419999999925
110470637,8993165,"test","FDK","female","IFD_F-012-N.png","IFD_F-095-N.png","Diff","Diff","yes","סמנכלית כספים","HIGH",566.6440000000293
110470637,8993165,"test","FDK","female","IFD_F-011-N.png","IFD_F-102-N.png","Diff","Diff","yes","מדענית נתונים","HIGH",508.31300000002375
110470637,8993165,"test","FDK","female","IFD_F-096-N.png","IFD_F-053-N.png","Diff","Diff","yes","מדענית","HIGH",566.6440000000293
110470637,8993165,"test","FDK","female","IFD_F-050-N.png","IFD_F-050-N.png","Same","Same","yes","מרצה באוניברסיטה","HIGH",558.310999999987
110470637,8993165,"test","FDK","female","IFD_F-083-N.png","IFD_F-083-N.png","Same","Same","yes","עובדת מפעל","LOW",483.31400000001304
110470637,8993165,"test","FDK","female","IFD_F-082-N.png","IFD_F-082-N.png","Same","Same","yes","רופאה","HIGH",649.9740000000456
110470637,8993165,"test","FDK","female","IFD_F-023-N.png","IFD_F-023-N.png","Same","Same","yes","רוכלת","LOW",591.6429999999818
110470733,8993179,"test","FKD","female","IFD_F-068-N.png","IFD_F-070-N.png","Diff","Diff","yes","מנקה","LOW",449.9820000000036
